12/10/2019,"15 , 21 , 29 , 31 , 40 , 48",02
09/10/2019,"09 , 13 , 20 , 40 , 43 , 46",06
06/10/2019,"08 , 11 , 18 , 19 , 38 , 48",47
05/10/2019,"07 , 09 , 19 , 20 , 31 , 36",40
02/10/2019,"04 , 16 , 23 , 28 , 35 , 37",36
01/10/2019,"05 , 10 , 25 , 26 , 30 , 43",19
29/09/2019,"02 , 11 , 25 , 36 , 44 , 48",50
28/09/2019,"07 , 11 , 18 , 27 , 30 , 34",23
25/09/2019,"05 , 08 , 09 , 12 , 44 , 50",17
22/09/2019,"02 , 09 , 19 , 26 , 41 , 43",07
21/09/2019,"24 , 33 , 34 , 35 , 37 , 43",47
18/09/2019,"03 , 10 , 18 , 21 , 24 , 49",35
15/09/2019,"02 , 12 , 24 , 35 , 47 , 50",07
14/09/2019,"06 , 17 , 26 , 27 , 30 , 31",35
11/09/2019,"20 , 27 , 30 , 36 , 43 , 50",22
10/09/2019,"01 , 04 , 05 , 14 , 31 , 43",19
08/09/2019,"12 , 23 , 27 , 32 , 33 , 39",09
07/09/2019,"17 , 19 , 27 , 37 , 47 , 48",11
04/09/2019,"11 , 16 , 18 , 22 , 33 , 48",23
01/09/2019,"03 , 06 , 21 , 37 , 45 , 49",41
31/08/2019,"06 , 08 , 14 , 18 , 20 , 40",10
28/08/2019,"05 , 18 , 33 , 36 , 38 , 40",26
25/08/2019,"07 , 13 , 33 , 34 , 36 , 48",03
24/08/2019,"10 , 11 , 30 , 34 , 42 , 48",31
21/08/2019,"02 , 04 , 17 , 19 , 43 , 44",46
20/08/2019,"22 , 29 , 32 , 38 , 39 , 43",26
18/08/2019,"01 , 02 , 05 , 11 , 24 , 31",20
17/08/2019,"09 , 17 , 20 , 21 , 41 , 47",24
14/08/2019,"08 , 23 , 31 , 32 , 45 , 50",06
11/08/2019,"02 , 11 , 19 , 23 , 36 , 39",13
10/08/2019,"02 , 03 , 09 , 14 , 19 , 24",44
07/08/2019,"05 , 08 , 16 , 27 , 34 , 48",04
04/08/2019,"03 , 23 , 31 , 39 , 41 , 43",37
03/08/2019,"01 , 05 , 20 , 21 , 34 , 46",24
31/07/2019,"01 , 18 , 19 , 24 , 37 , 49",10
30/07/2019,"07 , 13 , 17 , 24 , 29 , 31",19
28/07/2019,"06 , 12 , 21 , 34 , 36 , 43",13
27/07/2019,"04 , 08 , 18 , 23 , 48 , 50",19
24/07/2019,"14 , 18 , 28 , 30 , 43 , 46",08
21/07/2019,"04 , 20 , 30 , 46 , 48 , 50",14
20/07/2019,"05 , 07 , 15 , 24 , 27 , 41",46
17/07/2019,"09 , 13 , 34 , 35 , 39 , 46",40
14/07/2019,"01 , 20 , 32 , 40 , 41 , 44",34
13/07/2019,"10 , 16 , 30 , 42 , 43 , 46",12
10/07/2019,"05 , 11 , 14 , 19 , 34 , 37",15
07/07/2019,"14 , 16 , 24 , 31 , 35 , 45",34
06/07/2019,"11 , 12 , 24 , 25 , 43 , 48",40
03/07/2019,"03 , 13 , 20 , 24 , 27 , 49",19
30/06/2019,"02 , 12 , 27 , 31 , 45 , 46",50
29/06/2019,"02 , 07 , 19 , 33 , 41 , 44",25
26/06/2019,"14 , 15 , 19 , 40 , 42 , 43",12
23/06/2019,"02 , 10 , 29 , 30 , 43 , 50",49
22/06/2019,"01 , 07 , 22 , 28 , 29 , 42",10
19/06/2019,"07 , 12 , 16 , 17 , 31 , 44",40
18/06/2019,"03 , 04 , 19 , 24 , 34 , 47",12
16/06/2019,"09 , 18 , 22 , 24 , 35 , 50",34
15/06/2019,"22 , 27 , 31 , 33 , 42 , 49",34
12/06/2019,"05 , 18 , 20 , 27 , 36 , 39",06
09/06/2019,"13 , 17 , 21 , 22 , 30 , 40",20
08/06/2019,"13 , 25 , 26 , 31 , 32 , 39",41
05/06/2019,"09 , 22 , 26 , 31 , 33 , 38",07
02/06/2019,"02 , 13 , 16 , 20 , 37 , 45",28
01/06/2019,"16 , 18 , 23 , 24 , 29 , 44",40
29/05/2019,"06 , 08 , 11 , 13 , 32 , 43",28
26/05/2019,"03 , 14 , 25 , 38 , 46 , 49",21
25/05/2019,"07 , 16 , 18 , 19 , 31 , 38",05
22/05/2019,"02 , 05 , 06 , 11 , 28 , 47",01
19/05/2019,"05 , 11 , 16 , 25 , 34 , 45",38
18/05/2019,"17 , 22 , 28 , 36 , 38 , 49",37
15/05/2019,"01 , 24 , 31 , 44 , 46 , 49",22
12/05/2019,"04 , 07 , 21 , 24 , 25 , 45",08
11/05/2019,"09 , 12 , 22 , 25 , 32 , 46",26
08/05/2019,"03 , 05 , 19 , 25 , 33 , 38",39
05/05/2019,"16 , 17 , 20 , 27 , 39 , 40",05
04/05/2019,"05 , 16 , 22 , 27 , 28 , 41",04
01/05/2019,"01 , 06 , 34 , 39 , 40 , 47",31
28/04/2019,"02 , 04 , 16 , 34 , 35 , 50",41
27/04/2019,"07 , 08 , 13 , 19 , 31 , 43",48
24/04/2019,"05 , 15 , 34 , 35 , 44 , 45",24
21/04/2019,"04 , 28 , 36 , 41 , 45 , 47",19
20/04/2019,"03 , 09 , 14 , 31 , 35 , 47",27
17/04/2019,"13 , 16 , 19 , 24 , 32 , 35",39
14/04/2019,"16 , 31 , 34 , 35 , 47 , 48",18
13/04/2019,"02 , 13 , 31 , 44 , 48 , 49",35
10/04/2019,"13 , 21 , 36 , 38 , 43 , 50",09
07/04/2019,"04 , 08 , 14 , 24 , 38 , 40",29
06/04/2019,"04 , 30 , 40 , 41 , 45 , 49",02
03/04/2019,"06 , 09 , 19 , 24 , 47 , 50",49
02/04/2019,"06 , 26 , 30 , 31 , 35 , 48",11
31/03/2019,"05 , 15 , 19 , 24 , 38 , 49",45
30/03/2019,"19 , 23 , 24 , 37 , 40 , 49",45
27/03/2019,"04 , 05 , 11 , 13 , 26 , 50",44
24/03/2019,"01 , 12 , 30 , 31 , 33 , 49",26
23/03/2019,"01 , 14 , 16 , 34 , 42 , 43",19
20/03/2019,"03 , 08 , 09 , 28 , 47 , 49",32
17/03/2019,"03 , 10 , 16 , 17 , 35 , 39",08
16/03/2019,"12 , 18 , 22 , 28 , 32 , 44",29
13/03/2019,"07 , 13 , 17 , 30 , 38 , 43",33
10/03/2019,"05 , 15 , 27 , 29 , 34 , 43",36
09/03/2019,"32 , 34 , 42 , 43 , 44 , 50",38
06/03/2019,"03 , 06 , 14 , 22 , 23 , 47",10
03/03/2019,"04 , 12 , 26 , 27 , 40 , 47",36
02/03/2019,"07 , 22 , 25 , 26 , 41 , 48",02
27/02/2019,"08 , 13 , 24 , 28 , 40 , 41",25
24/02/2019,"13 , 26 , 31 , 34 , 40 , 45",28
23/02/2019,"02 , 10 , 24 , 27 , 35 , 37",09
20/02/2019,"02 , 06 , 19 , 20 , 33 , 35",45
19/02/2019,"04 , 20 , 35 , 36 , 38 , 45",10
17/02/2019,"13 , 14 , 15 , 34 , 44 , 48",35
16/02/2019,"01 , 08 , 18 , 31 , 35 , 42",07
13/02/2019,"03 , 22 , 26 , 34 , 44 , 50",39
10/02/2019,"05 , 11 , 18 , 20 , 21 , 31",40
09/02/2019,"10 , 12 , 14 , 17 , 22 , 42",36
06/02/2019,"02 , 13 , 14 , 24 , 30 , 34",11
05/02/2019,"05 , 12 , 14 , 24 , 33 , 45",03
03/02/2019,"01 , 31 , 37 , 39 , 46 , 48",27
02/02/2019,"06 , 07 , 18 , 19 , 34 , 37",17
30/01/2019,"02 , 17 , 20 , 32 , 35 , 39",38
29/01/2019,"06 , 17 , 24 , 39 , 42 , 47",26
27/01/2019,"08 , 13 , 14 , 19 , 27 , 42",11
26/01/2019,"01 , 06 , 16 , 32 , 42 , 50",05
23/01/2019,"03 , 21 , 24 , 26 , 31 , 40",50
20/01/2019,"02 , 04 , 14 , 19 , 35 , 40",03
19/01/2019,"10 , 12 , 16 , 17 , 22 , 35",38
16/01/2019,"13 , 14 , 17 , 18 , 22 , 42",45
13/01/2019,"04 , 05 , 08 , 14 , 17 , 48",50
12/01/2019,"01 , 17 , 18 , 27 , 48 , 49",09
09/01/2019,"04 , 06 , 14 , 22 , 34 , 44",24
06/01/2019,"01 , 06 , 10 , 41 , 44 , 49",26
05/01/2019,"01 , 10 , 14 , 31 , 41 , 48",33
02/01/2019,"26 , 32 , 35 , 38 , 45 , 50",46
30/12/2018,"01 , 02 , 03 , 07 , 30 , 49",13
29/12/2018,"12 , 20 , 22 , 27 , 39 , 42",07
26/12/2018,"21 , 25 , 27 , 35 , 38 , 46",10
25/12/2018,"20 , 28 , 38 , 40 , 49 , 50",45
23/12/2018,"01 , 23 , 30 , 36 , 38 , 47",15
22/12/2018,"06 , 10 , 20 , 22 , 23 , 48",19
19/12/2018,"05 , 09 , 20 , 22 , 33 , 42",21
16/12/2018,"04 , 12 , 13 , 18 , 24 , 47",08
15/12/2018,"02 , 09 , 17 , 47 , 48 , 49",12
12/12/2018,"15 , 27 , 38 , 42 , 44 , 48",12
09/12/2018,"11 , 23 , 30 , 33 , 37 , 49",42
08/12/2018,"15 , 36 , 38 , 41 , 42 , 50",49
05/12/2018,"01 , 07 , 21 , 22 , 38 , 45",05
04/12/2018,"02 , 19 , 23 , 25 , 38 , 45",41
02/12/2018,"01 , 05 , 16 , 29 , 40 , 47",07
01/12/2018,"12 , 14 , 22 , 32 , 40 , 47",41
28/11/2018,"06 , 11 , 18 , 19 , 25 , 39",08
27/11/2018,"05 , 19 , 20 , 25 , 34 , 43",17
25/11/2018,"02 , 14 , 19 , 25 , 27 , 42",16
24/11/2018,"15 , 16 , 24 , 37 , 41 , 47",17
21/11/2018,"06 , 08 , 23 , 31 , 32 , 38",15
18/11/2018,"05 , 15 , 22 , 29 , 32 , 43",09
17/11/2018,"05 , 08 , 17 , 22 , 34 , 50",13
14/11/2018,"03 , 16 , 31 , 36 , 44 , 46",04
11/11/2018,"02 , 10 , 12 , 20 , 28 , 36",03
10/11/2018,"21 , 26 , 29 , 40 , 47 , 48",49
07/11/2018,"08 , 18 , 23 , 44 , 46 , 48",16
06/11/2018,"12 , 16 , 18 , 21 , 22 , 46",28
04/11/2018,"05 , 16 , 19 , 30 , 36 , 39",33
03/11/2018,"04 , 13 , 22 , 28 , 36 , 40",35
31/10/2018,"04 , 08 , 11 , 21 , 26 , 38",40
30/10/2018,"23 , 28 , 32 , 36 , 39 , 42",40
28/10/2018,"18 , 23 , 24 , 30 , 36 , 42",38
27/10/2018,"11 , 13 , 23 , 24 , 42 , 45",20
24/10/2018,"04 , 17 , 37 , 41 , 44 , 49",25
21/10/2018,"04 , 26 , 35 , 42 , 46 , 50",01
20/10/2018,"27 , 38 , 39 , 40 , 47 , 50",48
17/10/2018,"10 , 12 , 23 , 27 , 28 , 47",33
14/10/2018,"07 , 17 , 23 , 36 , 38 , 41",30
13/10/2018,"14 , 23 , 27 , 32 , 35 , 38",16
10/10/2018,"06 , 13 , 19 , 29 , 36 , 45",34
07/10/2018,"09 , 22 , 24 , 38 , 41 , 47",31
06/10/2018,"06 , 14 , 18 , 42 , 48 , 49",47
03/10/2018,"03 , 04 , 08 , 10 , 24 , 33",28
02/10/2018,"04 , 06 , 28 , 35 , 40 , 46",08
30/09/2018,"01 , 08 , 17 , 19 , 25 , 50",06
29/09/2018,"02 , 12 , 16 , 21 , 26 , 44",32
26/09/2018,"09 , 13 , 26 , 34 , 42 , 45",07
25/09/2018,"10 , 13 , 23 , 36 , 39 , 50",25
23/09/2018,"03 , 13 , 33 , 35 , 48 , 50",08
22/09/2018,"02 , 13 , 18 , 20 , 33 , 36",38
19/09/2018,"09 , 10 , 12 , 25 , 33 , 46",21
16/09/2018,"03 , 08 , 18 , 30 , 43 , 49",23
15/09/2018,"01 , 08 , 10 , 32 , 43 , 47",15
12/09/2018,"13 , 14 , 16 , 25 , 29 , 32",21
09/09/2018,"01 , 11 , 19 , 33 , 37 , 48",50
08/09/2018,"11 , 13 , 27 , 34 , 42 , 49",35
05/09/2018,"07 , 20 , 21 , 30 , 32 , 49",06
04/09/2018,"02 , 08 , 19 , 39 , 40 , 49",12
02/09/2018,"05 , 13 , 14 , 33 , 36 , 50",26
01/09/2018,"02 , 13 , 18 , 20 , 26 , 32",07
29/08/2018,"09 , 15 , 20 , 32 , 35 , 46",10
28/08/2018,"04 , 05 , 17 , 29 , 37 , 40",10
26/08/2018,"04 , 15 , 19 , 21 , 26 , 44",07
25/08/2018,"13 , 16 , 22 , 30 , 35 , 46",38
22/08/2018,"07 , 12 , 17 , 29 , 34 , 44",36
19/08/2018,"03 , 04 , 08 , 15 , 25 , 50",18
18/08/2018,"04 , 26 , 35 , 37 , 39 , 42",31
15/08/2018,"05 , 12 , 13 , 20 , 31 , 39",23
12/08/2018,"09 , 23 , 24 , 27 , 32 , 46",47
11/08/2018,"01 , 03 , 15 , 25 , 29 , 38",14
08/08/2018,"15 , 18 , 22 , 37 , 41 , 50",12
07/08/2018,"07 , 08 , 16 , 36 , 46 , 48",13
05/08/2018,"08 , 18 , 19 , 20 , 30 , 50",39
04/08/2018,"14 , 20 , 25 , 26 , 31 , 46",04
01/08/2018,"01 , 02 , 03 , 08 , 15 , 33",31
31/07/2018,"09 , 11 , 17 , 26 , 30 , 44",46
29/07/2018,"03 , 06 , 34 , 38 , 43 , 50",14
28/07/2018,"02 , 06 , 09 , 11 , 29 , 43",14
25/07/2018,"05 , 10 , 31 , 36 , 38 , 42",03
22/07/2018,"02 , 04 , 07 , 18 , 35 , 36",40
21/07/2018,"03 , 04 , 14 , 24 , 31 , 38",35
18/07/2018,"12 , 20 , 28 , 38 , 40 , 43",01
15/07/2018,"03 , 26 , 27 , 29 , 37 , 39",12
14/07/2018,"01 , 17 , 32 , 35 , 43 , 45",41
11/07/2018,"03 , 28 , 29 , 33 , 43 , 45",32
08/07/2018,"09 , 12 , 13 , 18 , 35 , 47",21
07/07/2018,"03 , 04 , 14 , 17 , 34 , 45",27
04/07/2018,"03 , 08 , 14 , 30 , 32 , 42",02
03/07/2018,"08 , 09 , 10 , 12 , 37 , 40",45
01/07/2018,"07 , 26 , 30 , 37 , 44 , 49",06
30/06/2018,"06 , 08 , 15 , 19 , 31 , 48",38
27/06/2018,"05 , 14 , 20 , 33 , 36 , 49",38
26/06/2018,"04 , 11 , 17 , 18 , 25 , 39",46
24/06/2018,"20 , 28 , 29 , 33 , 36 , 38",02
23/06/2018,"03 , 24 , 41 , 45 , 46 , 47",27
20/06/2018,"01 , 14 , 27 , 42 , 44 , 48",38
17/06/2018,"02 , 10 , 15 , 16 , 31 , 47",28
16/06/2018,"08 , 10 , 31 , 32 , 33 , 48",38
13/06/2018,"01 , 05 , 20 , 24 , 34 , 45",31
10/06/2018,"19 , 21 , 22 , 26 , 33 , 41",40
09/06/2018,"06 , 08 , 17 , 18 , 40 , 41",30
06/06/2018,"14 , 26 , 35 , 40 , 41 , 42",48
03/06/2018,"02 , 15 , 16 , 18 , 21 , 36",35
02/06/2018,"13 , 22 , 25 , 37 , 39 , 45",07
30/05/2018,"17 , 38 , 43 , 45 , 47 , 49",23
27/05/2018,"14 , 15 , 17 , 19 , 20 , 23",41
26/05/2018,"24 , 31 , 36 , 41 , 43 , 50",13
23/05/2018,"11 , 13 , 18 , 41 , 49 , 50",16
20/05/2018,"08 , 21 , 36 , 37 , 42 , 43",48
19/05/2018,"06 , 21 , 23 , 40 , 41 , 43",44
16/05/2018,"06 , 14 , 22 , 23 , 31 , 32",09
13/05/2018,"13 , 15 , 26 , 30 , 41 , 48",50
12/05/2018,"05 , 12 , 16 , 25 , 35 , 36",22
09/05/2018,"01 , 07 , 08 , 33 , 36 , 50",05
06/05/2018,"03 , 22 , 23 , 29 , 45 , 47",02
05/05/2018,"05 , 08 , 15 , 32 , 42 , 45",34
02/05/2018,"01 , 02 , 05 , 11 , 23 , 24",43
01/05/2018,"02 , 12 , 18 , 29 , 38 , 47",03
29/04/2018,"09 , 26 , 30 , 36 , 43 , 44",11
28/04/2018,"06 , 15 , 31 , 38 , 40 , 49",02
25/04/2018,"01 , 20 , 22 , 30 , 31 , 33",17
22/04/2018,"23 , 28 , 31 , 40 , 42 , 43",37
21/04/2018,"01 , 06 , 17 , 22 , 33 , 43",44
18/04/2018,"06 , 12 , 24 , 33 , 34 , 50",42
15/04/2018,"17 , 28 , 34 , 36 , 39 , 40",37
14/04/2018,"11 , 15 , 32 , 35 , 48 , 49",03
11/04/2018,"09 , 17 , 22 , 29 , 35 , 50",48
08/04/2018,"06 , 21 , 22 , 24 , 34 , 36",17
07/04/2018,"09 , 24 , 29 , 35 , 36 , 42",49
04/04/2018,"08 , 18 , 25 , 46 , 47 , 49",28
03/04/2018,"02 , 09 , 21 , 24 , 36 , 46",15
01/04/2018,"12 , 17 , 21 , 26 , 33 , 37",22
31/03/2018,"08 , 09 , 10 , 11 , 34 , 47",36
28/03/2018,"07 , 10 , 17 , 21 , 29 , 33",04
25/03/2018,"11 , 20 , 21 , 38 , 40 , 49",01
24/03/2018,"14 , 17 , 29 , 35 , 39 , 44",06
21/03/2018,"03 , 07 , 15 , 16 , 48 , 49",50
18/03/2018,"13 , 27 , 29 , 39 , 46 , 47",03
17/03/2018,"06 , 07 , 25 , 31 , 47 , 49",35
14/03/2018,"15 , 17 , 33 , 36 , 38 , 44",47
11/03/2018,"17 , 19 , 21 , 24 , 25 , 27",23
10/03/2018,"14 , 22 , 23 , 27 , 32 , 46",18
07/03/2018,"04 , 13 , 16 , 21 , 39 , 49",19
06/03/2018,"06 , 13 , 16 , 32 , 34 , 45",02
04/03/2018,"22 , 26 , 32 , 41 , 43 , 48",30
03/03/2018,"25 , 26 , 27 , 31 , 39 , 42",02
28/02/2018,"13 , 22 , 24 , 29 , 31 , 49",26
27/02/2018,"27 , 29 , 32 , 43 , 46 , 48",17
25/02/2018,"10 , 13 , 23 , 37 , 41 , 45",33
24/02/2018,"01 , 10 , 30 , 39 , 45 , 47",13
21/02/2018,"02 , 10 , 12 , 16 , 40 , 44",42
20/02/2018,"08 , 21 , 24 , 34 , 37 , 49",42
18/02/2018,"29 , 33 , 36 , 46 , 47 , 50",04
17/02/2018,"02 , 03 , 30 , 34 , 37 , 49",09
14/02/2018,"11 , 13 , 27 , 28 , 38 , 42",05
13/02/2018,"12 , 17 , 30 , 32 , 46 , 49",09
11/02/2018,"02 , 18 , 23 , 26 , 31 , 36",22
10/02/2018,"01 , 06 , 09 , 17 , 20 , 23",03
07/02/2018,"14 , 27 , 29 , 37 , 46 , 47",09
06/02/2018,"04 , 21 , 26 , 38 , 42 , 47",11
04/02/2018,"07 , 10 , 16 , 18 , 29 , 39",50
03/02/2018,"12 , 20 , 23 , 33 , 37 , 41",21
31/01/2018,"22 , 25 , 28 , 31 , 39 , 41",37
30/01/2018,"10 , 12 , 22 , 23 , 32 , 48",44
28/01/2018,"09 , 15 , 21 , 23 , 40 , 44",20
27/01/2018,"17 , 23 , 28 , 35 , 48 , 49",21
24/01/2018,"05 , 16 , 31 , 36 , 43 , 46",28
21/01/2018,"04 , 07 , 17 , 33 , 38 , 43",41
20/01/2018,"06 , 16 , 17 , 21 , 26 , 38",37
17/01/2018,"03 , 08 , 11 , 27 , 29 , 37",20
16/01/2018,"01 , 03 , 23 , 27 , 28 , 42",18
14/01/2018,"07 , 12 , 26 , 30 , 33 , 35",15
13/01/2018,"08 , 22 , 27 , 31 , 33 , 50",37
10/01/2018,"28 , 29 , 30 , 34 , 42 , 48",07
07/01/2018,"10 , 11 , 24 , 33 , 42 , 45",17
06/01/2018,"01 , 27 , 39 , 40 , 41 , 43",14
03/01/2018,"03 , 08 , 12 , 40 , 42 , 47",06
31/12/2017,"09 , 29 , 37 , 41 , 42 , 43",28
30/12/2017,"01 , 22 , 39 , 44 , 46 , 49",11
27/12/2017,"04 , 07 , 22 , 33 , 41 , 49",28
26/12/2017,"01 , 02 , 09 , 33 , 35 , 46",20
24/12/2017,"20 , 21 , 29 , 46 , 49 , 50",14
23/12/2017,"02 , 18 , 22 , 25 , 31 , 37",03
20/12/2017,"06 , 09 , 19 , 31 , 33 , 49",28
17/12/2017,"06 , 12 , 32 , 37 , 38 , 50",20
16/12/2017,"23 , 24 , 30 , 35 , 37 , 42",27
13/12/2017,"03 , 05 , 15 , 26 , 29 , 35",46
10/12/2017,"01 , 13 , 16 , 28 , 43 , 45",34
09/12/2017,"09 , 10 , 14 , 28 , 32 , 35",23
06/12/2017,"09 , 11 , 13 , 25 , 26 , 38",15
05/12/2017,"06 , 24 , 32 , 34 , 43 , 44",15
03/12/2017,"05 , 06 , 15 , 32 , 35 , 37",44
02/12/2017,"10 , 11 , 12 , 35 , 45 , 50",04
29/11/2017,"13 , 16 , 25 , 37 , 44 , 50",02
28/11/2017,"03 , 13 , 18 , 32 , 44 , 45",20
26/11/2017,"01 , 09 , 15 , 23 , 32 , 46",14
25/11/2017,"19 , 26 , 32 , 37 , 42 , 49",25
22/11/2017,"02 , 05 , 06 , 29 , 40 , 41",33
19/11/2017,"04 , 08 , 09 , 10 , 20 , 32",38
18/11/2017,"20 , 27 , 34 , 37 , 45 , 47",26
15/11/2017,"13 , 21 , 26 , 39 , 42 , 45",08
12/11/2017,"11 , 15 , 21 , 26 , 30 , 48",02
11/11/2017,"14 , 19 , 21 , 31 , 36 , 42",25
08/11/2017,"11 , 12 , 15 , 28 , 33 , 37",22
07/11/2017,"13 , 16 , 34 , 40 , 48 , 50",19
05/11/2017,"15 , 16 , 23 , 25 , 32 , 50",47
04/11/2017,"13 , 26 , 29 , 30 , 46 , 48",36
01/11/2017,"01 , 07 , 28 , 36 , 39 , 42",16
31/10/2017,"02 , 03 , 10 , 27 , 31 , 49",07
29/10/2017,"15 , 23 , 25 , 27 , 32 , 40",22
28/10/2017,"25 , 27 , 30 , 33 , 35 , 50",11
25/10/2017,"05 , 16 , 23 , 41 , 49 , 50",29
22/10/2017,"08 , 15 , 18 , 25 , 35 , 44",02
21/10/2017,"05 , 09 , 13 , 17 , 21 , 50",15
