04/01/2020,"16 , 17 , 34 , 35 , 44 , 52"
01/01/2020,"09 , 18 , 48 , 50 , 53 , 57"
29/12/2019,"17 , 23 , 27 , 37 , 46 , 51"
28/12/2019,"26 , 33 , 36 , 40 , 49 , 52"
25/12/2019,"07 , 10 , 11 , 13 , 23 , 45"
22/12/2019,"05 , 07 , 27 , 31 , 52 , 57"
21/12/2019,"02 , 22 , 26 , 42 , 49 , 55"
18/12/2019,"07 , 23 , 25 , 28 , 33 , 56"
15/12/2019,"02 , 13 , 25 , 34 , 42 , 48"
14/12/2019,"12 , 14 , 31 , 35 , 47 , 57"
11/12/2019,"18 , 39 , 40 , 44 , 45 , 49"
08/12/2019,"08 , 18 , 31 , 41 , 42 , 48"
07/12/2019,"14 , 32 , 37 , 38 , 42 , 56"
04/12/2019,"05 , 11 , 21 , 33 , 48 , 57"
03/12/2019,"17 , 20 , 21 , 36 , 41 , 50"
01/12/2019,"03 , 09 , 17 , 26 , 34 , 50"
30/11/2019,"09 , 10 , 17 , 34 , 40 , 51"
27/11/2019,"17 , 30 , 39 , 47 , 51 , 52"
24/11/2019,"11 , 13 , 50 , 51 , 54 , 55"
23/11/2019,"03 , 10 , 17 , 41 , 46 , 47"
20/11/2019,"07 , 20 , 25 , 38 , 43 , 56"
17/11/2019,"28 , 30 , 33 , 49 , 51 , 52"
16/11/2019,"04 , 09 , 17 , 21 , 48 , 50"
13/11/2019,"03 , 44 , 45 , 47 , 53 , 56"
10/11/2019,"02 , 07 , 11 , 13 , 20 , 42"
09/11/2019,"19 , 27 , 34 , 40 , 42 , 55"
06/11/2019,"02 , 05 , 06 , 22 , 27 , 29"
05/11/2019,"03 , 17 , 32 , 36 , 43 , 49"
03/11/2019,"10 , 30 , 42 , 43 , 48 , 58"
02/11/2019,"11 , 15 , 22 , 34 , 37 , 57"
30/10/2019,"09 , 28 , 30 , 45 , 49 , 53"
27/10/2019,"20 , 28 , 46 , 47 , 55 , 57"
26/10/2019,"17 , 28 , 29 , 33 , 44 , 53"
23/10/2019,"12 , 20 , 30 , 34 , 50 , 51"
20/10/2019,"13 , 34 , 38 , 42 , 47 , 48"
19/10/2019,"24 , 29 , 33 , 46 , 55 , 57"
16/10/2019,"04 , 09 , 13 , 17 , 47 , 58"
13/10/2019,"09 , 15 , 21 , 26 , 27 , 53"
12/10/2019,"13 , 15 , 36 , 40 , 49 , 57"
09/10/2019,"04 , 28 , 40 , 43 , 44 , 58"
06/10/2019,"21 , 27 , 38 , 39 , 41 , 46"
05/10/2019,"06 , 17 , 21 , 37 , 50 , 52"
02/10/2019,"16 , 17 , 19 , 28 , 54 , 55"
01/10/2019,"04 , 12 , 13 , 35 , 39 , 54"
29/09/2019,"02 , 07 , 25 , 34 , 36 , 50"
28/09/2019,"03 , 04 , 14 , 26 , 50 , 57"
25/09/2019,"03 , 09 , 17 , 30 , 43 , 47"
22/09/2019,"03 , 05 , 06 , 19 , 22 , 35"
21/09/2019,"04 , 05 , 17 , 23 , 31 , 34"
18/09/2019,"04 , 05 , 37 , 41 , 54 , 58"
15/09/2019,"17 , 20 , 23 , 36 , 53 , 58"
14/09/2019,"03 , 04 , 07 , 44 , 49 , 52"
11/09/2019,"03 , 08 , 19 , 23 , 30 , 51"
10/09/2019,"02 , 16 , 19 , 33 , 39 , 58"
08/09/2019,"07 , 15 , 31 , 45 , 46 , 58"
07/09/2019,"11 , 21 , 29 , 30 , 35 , 41"
04/09/2019,"01 , 19 , 24 , 35 , 42 , 49"
01/09/2019,"08 , 11 , 19 , 27 , 47 , 55"
31/08/2019,"28 , 36 , 39 , 46 , 52 , 56"
28/08/2019,"25 , 41 , 44 , 47 , 48 , 56"
25/08/2019,"16 , 38 , 46 , 47 , 48 , 50"
24/08/2019,"02 , 17 , 21 , 37 , 40 , 55"
21/08/2019,"01 , 09 , 12 , 17 , 28 , 38"
20/08/2019,"07 , 10 , 18 , 26 , 30 , 51"
18/08/2019,"02 , 12 , 14 , 17 , 46 , 48"
17/08/2019,"22 , 29 , 34 , 35 , 38 , 53"
14/08/2019,"29 , 30 , 46 , 50 , 52 , 54"
11/08/2019,"07 , 15 , 22 , 25 , 28 , 50"
10/08/2019,"19 , 22 , 27 , 31 , 45 , 50"
07/08/2019,"07 , 14 , 24 , 25 , 46 , 49"
04/08/2019,"02 , 06 , 13 , 46 , 47 , 51"
03/08/2019,"05 , 11 , 16 , 24 , 25 , 43"
31/07/2019,"25 , 34 , 35 , 47 , 57 , 58"
30/07/2019,"12 , 17 , 23 , 40 , 48 , 52"
28/07/2019,"06 , 08 , 22 , 23 , 35 , 41"
27/07/2019,"14 , 17 , 24 , 30 , 39 , 46"
24/07/2019,"08 , 18 , 32 , 50 , 54 , 55"
21/07/2019,"08 , 21 , 28 , 43 , 49 , 58"
20/07/2019,"14 , 23 , 31 , 33 , 38 , 45"
17/07/2019,"05 , 27 , 30 , 34 , 36 , 49"
14/07/2019,"01 , 18 , 35 , 42 , 43 , 58"
13/07/2019,"06 , 35 , 40 , 42 , 43 , 45"
10/07/2019,"06 , 12 , 15 , 37 , 54 , 55"
07/07/2019,"11 , 15 , 20 , 29 , 31 , 41"
06/07/2019,"11 , 15 , 27 , 31 , 45 , 58"
03/07/2019,"05 , 06 , 13 , 15 , 22 , 24"
30/06/2019,"08 , 10 , 22 , 44 , 45 , 51"
29/06/2019,"09 , 22 , 28 , 31 , 47 , 54"
26/06/2019,"12 , 13 , 15 , 23 , 31 , 58"
23/06/2019,"07 , 13 , 14 , 17 , 21 , 56"
22/06/2019,"01 , 11 , 27 , 33 , 46 , 52"
19/06/2019,"14 , 22 , 27 , 34 , 54 , 56"
18/06/2019,"20 , 22 , 25 , 33 , 46 , 53"
16/06/2019,"08 , 11 , 36 , 42 , 48 , 51"
15/06/2019,"05 , 10 , 17 , 29 , 35 , 41"
12/06/2019,"18 , 33 , 35 , 46 , 52 , 58"
09/06/2019,"01 , 22 , 24 , 54 , 57 , 58"
08/06/2019,"01 , 04 , 08 , 24 , 42 , 45"
05/06/2019,"04 , 08 , 14 , 34 , 37 , 48"
02/06/2019,"13 , 22 , 27 , 37 , 46 , 53"
01/06/2019,"20 , 34 , 39 , 43 , 57 , 58"
29/05/2019,"12 , 14 , 29 , 31 , 54 , 55"
26/05/2019,"01 , 03 , 15 , 18 , 40 , 46"
25/05/2019,"01 , 08 , 11 , 12 , 27 , 53"
22/05/2019,"01 , 04 , 18 , 24 , 47 , 50"
19/05/2019,"03 , 18 , 31 , 33 , 37 , 44"
18/05/2019,"07 , 10 , 14 , 19 , 37 , 54"
15/05/2019,"19 , 20 , 25 , 26 , 28 , 52"
12/05/2019,"03 , 18 , 40 , 44 , 53 , 58"
11/05/2019,"11 , 19 , 21 , 33 , 35 , 58"
08/05/2019,"13 , 15 , 18 , 23 , 43 , 52"
05/05/2019,"03 , 29 , 36 , 45 , 53 , 55"
04/05/2019,"30 , 47 , 48 , 53 , 54 , 57"
01/05/2019,"17 , 28 , 30 , 47 , 54 , 55"
28/04/2019,"26 , 35 , 36 , 43 , 46 , 54"
27/04/2019,"07 , 15 , 18 , 45 , 47 , 55"
24/04/2019,"02 , 12 , 13 , 22 , 41 , 56"
21/04/2019,"05 , 12 , 14 , 37 , 46 , 53"
20/04/2019,"20 , 22 , 24 , 28 , 36 , 57"
17/04/2019,"05 , 16 , 22 , 23 , 34 , 52"
14/04/2019,"16 , 36 , 47 , 48 , 49 , 50"
13/04/2019,"07 , 08 , 14 , 22 , 35 , 58"
10/04/2019,"24 , 26 , 27 , 29 , 40 , 50"
07/04/2019,"07 , 09 , 11 , 17 , 19 , 25"
06/04/2019,"07 , 20 , 33 , 39 , 49 , 57"
03/04/2019,"04 , 19 , 27 , 29 , 41 , 47"
02/04/2019,"02 , 07 , 38 , 44 , 52 , 55"
31/03/2019,"04 , 16 , 18 , 31 , 32 , 44"
30/03/2019,"16 , 37 , 38 , 42 , 50 , 53"
27/03/2019,"19 , 27 , 42 , 43 , 44 , 48"
24/03/2019,"04 , 06 , 18 , 28 , 38 , 58"
23/03/2019,"10 , 16 , 22 , 24 , 33 , 49"
20/03/2019,"13 , 17 , 33 , 38 , 48 , 58"
17/03/2019,"06 , 13 , 14 , 32 , 44 , 50"
16/03/2019,"11 , 12 , 19 , 27 , 31 , 36"
13/03/2019,"16 , 20 , 30 , 41 , 53 , 58"
10/03/2019,"08 , 16 , 27 , 28 , 52 , 55"
09/03/2019,"01 , 09 , 15 , 17 , 46 , 48"
06/03/2019,"04 , 16 , 19 , 32 , 39 , 50"
03/03/2019,"01 , 02 , 19 , 29 , 43 , 54"
02/03/2019,"09 , 22 , 24 , 28 , 50 , 58"
27/02/2019,"02 , 14 , 16 , 19 , 21 , 37"
24/02/2019,"16 , 29 , 31 , 43 , 52 , 54"
23/02/2019,"06 , 24 , 27 , 29 , 30 , 43"
20/02/2019,"08 , 26 , 42 , 45 , 49 , 53"
19/02/2019,"14 , 19 , 38 , 45 , 53 , 55"
17/02/2019,"06 , 09 , 13 , 21 , 37 , 43"
16/02/2019,"02 , 07 , 12 , 37 , 52 , 56"
13/02/2019,"16 , 18 , 22 , 40 , 44 , 54"
10/02/2019,"05 , 09 , 13 , 25 , 38 , 40"
09/02/2019,"07 , 14 , 16 , 29 , 45 , 57"
06/02/2019,"10 , 22 , 35 , 36 , 45 , 58"
05/02/2019,"01 , 04 , 05 , 13 , 24 , 56"
03/02/2019,"04 , 05 , 06 , 29 , 45 , 55"
02/02/2019,"01 , 03 , 13 , 19 , 35 , 58"
30/01/2019,"02 , 06 , 16 , 23 , 27 , 32"
29/01/2019,"03 , 04 , 41 , 43 , 44 , 52"
27/01/2019,"07 , 11 , 18 , 25 , 39 , 58"
26/01/2019,"17 , 32 , 33 , 36 , 50 , 53"
23/01/2019,"09 , 19 , 24 , 29 , 56 , 57"
20/01/2019,"01 , 23 , 25 , 28 , 43 , 49"
19/01/2019,"02 , 06 , 23 , 27 , 31 , 43"
16/01/2019,"05 , 15 , 18 , 19 , 28 , 53"
13/01/2019,"13 , 27 , 30 , 40 , 43 , 51"
12/01/2019,"01 , 07 , 29 , 31 , 40 , 51"
09/01/2019,"05 , 29 , 30 , 53 , 55 , 57"
06/01/2019,"11 , 47 , 49 , 51 , 53 , 55"
05/01/2019,"02 , 09 , 24 , 29 , 38 , 45"
02/01/2019,"02 , 03 , 19 , 23 , 30 , 49"
30/12/2018,"04 , 12 , 17 , 24 , 26 , 39"
29/12/2018,"01 , 16 , 34 , 38 , 48 , 58"
26/12/2018,"20 , 26 , 29 , 33 , 46 , 47"
25/12/2018,"12 , 24 , 30 , 32 , 46 , 48"
23/12/2018,"23 , 26 , 36 , 41 , 42 , 53"
22/12/2018,"11 , 18 , 25 , 28 , 50 , 52"
19/12/2018,"11 , 14 , 38 , 40 , 42 , 43"
16/12/2018,"01 , 08 , 12 , 17 , 21 , 25"
15/12/2018,"20 , 22 , 37 , 47 , 55 , 56"
12/12/2018,"06 , 08 , 13 , 34 , 48 , 55"
09/12/2018,"03 , 19 , 36 , 45 , 55 , 56"
08/12/2018,"04 , 17 , 25 , 35 , 41 , 58"
05/12/2018,"01 , 12 , 26 , 37 , 39 , 50"
04/12/2018,"03 , 04 , 05 , 15 , 20 , 23"
02/12/2018,"03 , 18 , 37 , 39 , 40 , 49"
01/12/2018,"05 , 12 , 32 , 35 , 36 , 45"
28/11/2018,"16 , 17 , 25 , 30 , 41 , 54"
27/11/2018,"11 , 23 , 26 , 43 , 46 , 52"
25/11/2018,"03 , 05 , 30 , 36 , 40 , 55"
24/11/2018,"02 , 03 , 25 , 29 , 40 , 50"
21/11/2018,"04 , 15 , 18 , 26 , 34 , 47"
18/11/2018,"08 , 23 , 24 , 48 , 51 , 58"
17/11/2018,"03 , 07 , 10 , 29 , 55 , 58"
14/11/2018,"01 , 02 , 08 , 22 , 45 , 54"
11/11/2018,"02 , 17 , 24 , 48 , 50 , 56"
10/11/2018,"02 , 08 , 12 , 13 , 22 , 57"
07/11/2018,"08 , 21 , 29 , 30 , 40 , 48"
06/11/2018,"03 , 29 , 30 , 47 , 51 , 52"
04/11/2018,"02 , 03 , 14 , 20 , 36 , 57"
03/11/2018,"06 , 19 , 25 , 28 , 45 , 49"
31/10/2018,"05 , 07 , 34 , 42 , 45 , 55"
30/10/2018,"03 , 17 , 26 , 41 , 45 , 46"
28/10/2018,"29 , 34 , 35 , 38 , 43 , 49"
27/10/2018,"05 , 06 , 32 , 33 , 48 , 53"
24/10/2018,"19 , 30 , 35 , 36 , 38 , 49"
21/10/2018,"02 , 38 , 44 , 47 , 53 , 57"
20/10/2018,"12 , 13 , 19 , 25 , 26 , 39"
17/10/2018,"04 , 11 , 20 , 23 , 48 , 55"
14/10/2018,"18 , 19 , 34 , 46 , 48 , 57"
13/10/2018,"03 , 22 , 27 , 37 , 40 , 54"
10/10/2018,"01 , 12 , 29 , 36 , 39 , 42"
07/10/2018,"07 , 08 , 15 , 17 , 32 , 43"
06/10/2018,"08 , 10 , 28 , 31 , 46 , 47"
03/10/2018,"16 , 26 , 30 , 42 , 47 , 49"
02/10/2018,"03 , 10 , 13 , 25 , 48 , 49"
30/09/2018,"05 , 06 , 07 , 26 , 38 , 57"
29/09/2018,"14 , 22 , 36 , 38 , 43 , 45"
26/09/2018,"12 , 17 , 26 , 29 , 34 , 37"
25/09/2018,"10 , 15 , 18 , 23 , 25 , 52"
23/09/2018,"18 , 19 , 28 , 53 , 56 , 58"
22/09/2018,"29 , 31 , 39 , 42 , 51 , 53"
19/09/2018,"06 , 13 , 29 , 37 , 45 , 46"
16/09/2018,"11 , 33 , 43 , 45 , 50 , 57"
15/09/2018,"08 , 10 , 20 , 31 , 32 , 41"
12/09/2018,"01 , 06 , 14 , 31 , 37 , 43"
09/09/2018,"03 , 14 , 17 , 23 , 37 , 38"
08/09/2018,"07 , 17 , 26 , 30 , 38 , 40"
05/09/2018,"11 , 26 , 31 , 36 , 41 , 52"
04/09/2018,"01 , 03 , 07 , 20 , 35 , 58"
02/09/2018,"20 , 32 , 43 , 48 , 54 , 55"
01/09/2018,"11 , 12 , 43 , 46 , 50 , 58"
29/08/2018,"18 , 24 , 25 , 28 , 32 , 33"
28/08/2018,"01 , 25 , 32 , 33 , 46 , 52"
26/08/2018,"11 , 16 , 24 , 40 , 46 , 54"
25/08/2018,"08 , 14 , 26 , 28 , 37 , 49"
22/08/2018,"06 , 08 , 10 , 18 , 20 , 38"
19/08/2018,"02 , 03 , 06 , 18 , 25 , 45"
18/08/2018,"06 , 22 , 27 , 34 , 40 , 50"
15/08/2018,"02 , 12 , 14 , 19 , 23 , 25"
12/08/2018,"12 , 18 , 30 , 32 , 42 , 50"
11/08/2018,"10 , 15 , 17 , 40 , 52 , 57"
08/08/2018,"08 , 19 , 30 , 42 , 43 , 54"
07/08/2018,"14 , 33 , 34 , 40 , 48 , 58"
05/08/2018,"10 , 19 , 20 , 24 , 35 , 41"
04/08/2018,"04 , 15 , 23 , 27 , 33 , 37"
01/08/2018,"11 , 28 , 32 , 44 , 45 , 52"
31/07/2018,"06 , 07 , 20 , 27 , 37 , 38"
29/07/2018,"01 , 14 , 21 , 34 , 42 , 52"
28/07/2018,"08 , 18 , 28 , 32 , 37 , 43"
25/07/2018,"02 , 10 , 31 , 33 , 43 , 47"
22/07/2018,"12 , 23 , 28 , 40 , 43 , 56"
21/07/2018,"10 , 35 , 45 , 51 , 57 , 58"
18/07/2018,"11 , 15 , 18 , 46 , 53 , 58"
15/07/2018,"02 , 17 , 19 , 26 , 29 , 56"
14/07/2018,"21 , 38 , 39 , 53 , 54 , 56"
11/07/2018,"19 , 23 , 29 , 30 , 35 , 51"
08/07/2018,"11 , 24 , 31 , 35 , 37 , 44"
07/07/2018,"07 , 12 , 20 , 33 , 40 , 53"
04/07/2018,"11 , 27 , 37 , 38 , 44 , 51"
03/07/2018,"03 , 20 , 29 , 30 , 46 , 54"
01/07/2018,"05 , 08 , 24 , 34 , 46 , 54"
30/06/2018,"02 , 09 , 33 , 39 , 46 , 57"
27/06/2018,"01 , 26 , 31 , 39 , 40 , 52"
26/06/2018,"04 , 13 , 15 , 18 , 48 , 56"
24/06/2018,"16 , 20 , 38 , 40 , 43 , 55"
23/06/2018,"09 , 24 , 32 , 42 , 43 , 57"
20/06/2018,"06 , 10 , 17 , 18 , 52 , 54"
17/06/2018,"10 , 16 , 24 , 39 , 42 , 50"
16/06/2018,"05 , 12 , 14 , 40 , 48 , 53"
13/06/2018,"24 , 32 , 37 , 40 , 42 , 49"
10/06/2018,"06 , 26 , 29 , 51 , 52 , 56"
09/06/2018,"03 , 33 , 38 , 39 , 40 , 51"
06/06/2018,"12 , 16 , 17 , 18 , 19 , 49"
03/06/2018,"06 , 12 , 35 , 37 , 40 , 49"
02/06/2018,"17 , 26 , 27 , 40 , 43 , 50"
30/05/2018,"14 , 15 , 19 , 22 , 27 , 39"
27/05/2018,"05 , 10 , 14 , 26 , 50 , 53"
26/05/2018,"04 , 19 , 25 , 28 , 31 , 38"
23/05/2018,"24 , 25 , 30 , 31 , 32 , 54"
20/05/2018,"11 , 25 , 36 , 48 , 49 , 54"
19/05/2018,"14 , 39 , 40 , 49 , 54 , 57"
16/05/2018,"01 , 16 , 17 , 21 , 27 , 36"
13/05/2018,"02 , 05 , 08 , 09 , 12 , 15"
12/05/2018,"01 , 05 , 12 , 13 , 26 , 29"
09/05/2018,"12 , 14 , 24 , 36 , 47 , 54"
06/05/2018,"01 , 21 , 23 , 33 , 49 , 50"
05/05/2018,"07 , 15 , 28 , 39 , 42 , 47"
02/05/2018,"07 , 16 , 25 , 34 , 47 , 57"
01/05/2018,"06 , 26 , 30 , 51 , 53 , 54"
29/04/2018,"06 , 14 , 20 , 23 , 33 , 57"
28/04/2018,"09 , 14 , 23 , 26 , 41 , 46"
25/04/2018,"08 , 10 , 24 , 32 , 44 , 57"
22/04/2018,"21 , 23 , 38 , 44 , 45 , 57"
21/04/2018,"12 , 14 , 17 , 23 , 37 , 44"
18/04/2018,"07 , 13 , 34 , 36 , 40 , 47"
15/04/2018,"15 , 24 , 40 , 42 , 46 , 55"
14/04/2018,"10 , 26 , 27 , 48 , 56 , 57"
11/04/2018,"11 , 16 , 25 , 28 , 29 , 32"
08/04/2018,"03 , 13 , 15 , 38 , 41 , 54"
07/04/2018,"06 , 07 , 11 , 32 , 36 , 42"
04/04/2018,"05 , 20 , 26 , 28 , 43 , 46"
03/04/2018,"08 , 18 , 32 , 42 , 43 , 48"
01/04/2018,"03 , 20 , 25 , 34 , 39 , 47"
31/03/2018,"02 , 11 , 35 , 37 , 44 , 56"
28/03/2018,"13 , 22 , 31 , 45 , 49 , 50"
25/03/2018,"27 , 30 , 33 , 41 , 43 , 48"
24/03/2018,"08 , 23 , 26 , 45 , 47 , 56"
21/03/2018,"02 , 10 , 16 , 21 , 36 , 39"
18/03/2018,"30 , 33 , 41 , 44 , 45 , 52"
17/03/2018,"16 , 24 , 25 , 28 , 57 , 58"
14/03/2018,"08 , 14 , 17 , 20 , 22 , 28"
11/03/2018,"03 , 06 , 26 , 29 , 46 , 55"
10/03/2018,"10 , 13 , 21 , 33 , 38 , 54"
07/03/2018,"01 , 02 , 08 , 14 , 47 , 52"
06/03/2018,"04 , 09 , 34 , 37 , 43 , 49"
04/03/2018,"01 , 16 , 37 , 40 , 42 , 45"
03/03/2018,"03 , 07 , 20 , 23 , 28 , 58"
28/02/2018,"02 , 26 , 30 , 31 , 36 , 49"
27/02/2018,"02 , 10 , 17 , 38 , 49 , 50"
25/02/2018,"03 , 11 , 31 , 36 , 39 , 46"
24/02/2018,"03 , 12 , 26 , 27 , 52 , 58"
21/02/2018,"13 , 27 , 34 , 39 , 41 , 45"
20/02/2018,"10 , 41 , 42 , 47 , 48 , 57"
18/02/2018,"03 , 28 , 33 , 47 , 49 , 53"
17/02/2018,"08 , 09 , 14 , 29 , 35 , 48"
14/02/2018,"07 , 08 , 15 , 23 , 31 , 36"
13/02/2018,"04 , 27 , 44 , 46 , 51 , 55"
11/02/2018,"07 , 17 , 20 , 24 , 25 , 31"
10/02/2018,"10 , 16 , 22 , 26 , 32 , 42"
07/02/2018,"11 , 17 , 18 , 37 , 46 , 54"
06/02/2018,"18 , 21 , 26 , 27 , 48 , 52"
03/02/2018,"04 , 20 , 35 , 42 , 46 , 58"
31/01/2018,"25 , 27 , 36 , 41 , 42 , 58"
30/01/2018,"02 , 16 , 30 , 37 , 45 , 54"
28/01/2018,"07 , 10 , 22 , 49 , 57 , 58"
27/01/2018,"03 , 11 , 16 , 45 , 54 , 58"
24/01/2018,"03 , 19 , 20 , 27 , 51 , 58"
21/01/2018,"10 , 19 , 29 , 34 , 35 , 54"
20/01/2018,"09 , 34 , 36 , 52 , 53 , 55"
17/01/2018,"03 , 11 , 37 , 44 , 45 , 47"
16/01/2018,"06 , 42 , 44 , 46 , 53 , 57"
14/01/2018,"05 , 11 , 15 , 27 , 53 , 58"
13/01/2018,"21 , 30 , 41 , 43 , 52 , 58"
10/01/2018,"11 , 20 , 38 , 52 , 53 , 55"
07/01/2018,"15 , 21 , 44 , 47 , 51 , 55"
06/01/2018,"02 , 07 , 26 , 28 , 29 , 30"
03/01/2018,"07 , 08 , 24 , 38 , 39 , 54"
31/12/2017,"07 , 09 , 27 , 30 , 34 , 54"
30/12/2017,"10 , 12 , 41 , 42 , 45 , 51"
27/12/2017,"04 , 19 , 21 , 30 , 32 , 46"
26/12/2017,"03 , 08 , 21 , 22 , 27 , 57"
24/12/2017,"06 , 14 , 16 , 33 , 46 , 58"
23/12/2017,"08 , 11 , 13 , 19 , 21 , 24"
20/12/2017,"21 , 25 , 27 , 33 , 37 , 46"
17/12/2017,"07 , 10 , 14 , 15 , 16 , 26"
16/12/2017,"12 , 29 , 31 , 34 , 35 , 39"
13/12/2017,"20 , 21 , 23 , 29 , 49 , 56"
10/12/2017,"10 , 15 , 23 , 28 , 50 , 53"
09/12/2017,"04 , 07 , 09 , 34 , 35 , 53"
06/12/2017,"01 , 05 , 10 , 22 , 39 , 45"
05/12/2017,"24 , 26 , 28 , 30 , 40 , 54"
03/12/2017,"05 , 18 , 21 , 28 , 37 , 49"
02/12/2017,"16 , 18 , 24 , 31 , 44 , 54"
29/11/2017,"01 , 36 , 42 , 45 , 55 , 58"
28/11/2017,"04 , 08 , 40 , 42 , 55 , 56"
26/11/2017,"05 , 09 , 29 , 38 , 42 , 52"
25/11/2017,"06 , 07 , 17 , 28 , 39 , 58"
22/11/2017,"03 , 05 , 30 , 32 , 45 , 55"
19/11/2017,"11 , 12 , 20 , 30 , 32 , 49"
18/11/2017,"07 , 15 , 16 , 20 , 32 , 52"
15/11/2017,"04 , 08 , 29 , 31 , 37 , 44"
12/11/2017,"01 , 04 , 06 , 20 , 33 , 41"
11/11/2017,"06 , 09 , 13 , 37 , 42 , 54"
08/11/2017,"02 , 07 , 17 , 37 , 44 , 55"
07/11/2017,"05 , 07 , 17 , 28 , 34 , 37"
05/11/2017,"19 , 20 , 42 , 43 , 47 , 53"
04/11/2017,"04 , 37 , 50 , 56 , 57 , 58"
01/11/2017,"13 , 15 , 16 , 21 , 38 , 47"
31/10/2017,"11 , 16 , 18 , 24 , 50 , 58"
29/10/2017,"01 , 03 , 06 , 18 , 22 , 52"
28/10/2017,"04 , 13 , 19 , 21 , 33 , 58"
25/10/2017,"13 , 22 , 24 , 32 , 36 , 39"
22/10/2017,"08 , 30 , 32 , 34 , 37 , 39"
21/10/2017,"05 , 10 , 31 , 36 , 46 , 53"
18/10/2017,"06 , 09 , 27 , 40 , 41 , 50"
15/10/2017,"01 , 06 , 09 , 39 , 42 , 58"
14/10/2017,"07 , 40 , 44 , 45 , 48 , 57"
11/10/2017,"16 , 33 , 38 , 53 , 55 , 57"
08/10/2017,"01 , 06 , 15 , 19 , 37 , 40"
07/10/2017,"05 , 07 , 26 , 34 , 46 , 50"
04/10/2017,"11 , 25 , 27 , 41 , 42 , 49"
03/10/2017,"15 , 18 , 29 , 44 , 55 , 58"
01/10/2017,"11 , 20 , 29 , 40 , 43 , 57"
30/09/2017,"02 , 14 , 20 , 35 , 41 , 45"
27/09/2017,"04 , 15 , 18 , 19 , 26 , 57"
26/09/2017,"05 , 14 , 24 , 34 , 52 , 53"
24/09/2017,"14 , 27 , 28 , 33 , 46 , 47"
23/09/2017,"01 , 13 , 33 , 39 , 48 , 54"
20/09/2017,"02 , 06 , 13 , 26 , 41 , 48"
17/09/2017,"10 , 30 , 33 , 36 , 44 , 45"
